question,style,btl_rank,btl_strength,btl_beta,answer,result
"In Greek mythology, what were the names of Oedipus's parents?",confident_2,81,0.000008,-11.684991,Laius and Jocasta,1
Why is the site of a boxing match called a ring when it's square?,confident_2,82,0.000008,-11.764435,round.,1
Which actress was voted Miss Greenwich Village in 1942?,confident_2,83,0.000008,-11.767761,Joan Blondell,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,confident_2,84,0.000008,-11.797711,Chris Evert,1
Who is the most successful UK solo artist in the USA?,confident_2,85,0.000006,-12.068857,Elton John,1
What would Kevin Scale have been called if it had adopted the originator's first name?,confident_2,86,0.000005,-12.157467,I am absolutely certain it is James Scale.,0
Which founder of the company Triad was accused by the USA of receiving bribes?,confident_2,87,0.000005,-12.268348,Jack Reilly,0
In which country is the Sky Train Rail bridge?,confident_2,88,0.000004,-12.456448,Thailand,0
What did the Lone Ranger's title Kemo Sabe mean in Apache?,confident_2,89,0.000004,-12.467672,I am absolutely certain it is a pledge of loyalty.,0
What was Walter Matthau's first movie?,confident_2,90,0.000003,-12.666393,The Great Escape,0
What was Truman Capote's last name before he was adopted by his stepfather?,confident_2,91,0.000002,-13.142665,Capote,0
Where was horse racing's Breeder's Cup held in 1987?,confident_2,92,0.000001,-13.418032,Santa Anita Park,1
What is Osbert Lancaster best known for producing?,confident_2,93,0.000001,-13.933767,comic strips and illustrations.,1
What star sign is Jamie Lee Curtis?,confident_2,94,0.000001,-13.938426,Scorpio,1
Which musician founded the Red Hot Peppers?,confident_2,95,0.000001,-14.024623,"Red Hot Chili Peppers, Anthony Kiedis",1
Which Lloyd Webber musical premiered in the US on 10th December 1993?,confident_2,96,0.000000,-20.398082,Sunset Boulevard,1
What is Mel Gibson's middle name?,confident_2,97,0.000000,-20.856596,Stephen,0
Where in England was actor Nigel Hawthorne born?,confident_2,98,0.000000,-28.804054,Bristol,0
Who was the next British Prime Minister after Arthur Balfour?,confident_2,99,0.000000,-36.220282,Robert Cecil,0
What is the name of Terence and Shirley Conran's dress designer son?,confident_2,100,0.000000,-36.220882,Tom,0
"In the Bible, who saw the handwriting on the wall?",doubtful_1,1,0.036516,-3.310015,Belshazzar,1
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",doubtful_1,2,0.027837,-3.581407,Anne Sullivan,0
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,doubtful_1,3,0.027005,-3.611719,Yugoslavia,1
What was the last US state to reintroduce alcohol after prohibition?,doubtful_1,4,0.025795,-3.657586,North Dakota,0
"In the very first Boston Marathon, 15 runners competed. How many finished?",doubtful_1,5,0.025718,-3.660547,15,0
"In the Bible, who did the sun and moon stand still before?",doubtful_1,6,0.021352,-3.846594,Joshua,1
Brandon Lee died during the making of which movie?,doubtful_1,7,0.020045,-3.909788,The Crow,1
Who had a Too Legit To Quit Tour?,doubtful_1,8,0.019986,-3.912728,Ludacris,0
On what date in 1969 did Neil Armstrong first set foot on the Moon?,doubtful_1,9,0.019292,-3.948085,July 20,1
Which highway was Revisited in a classic 60s album by Bob Dylan?,doubtful_1,10,0.018821,-3.972771,Highway 61,1
Which 70s show was based on the British show Till Death Us Do Part?,doubtful_1,11,0.018815,-3.973094,All in the Family,1
In which sport could the Pacers take on the Pistons?,doubtful_1,12,0.018571,-3.986174,Basketball,1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,doubtful_1,13,0.018268,-4.002598,"""Jailhouse Rock"" by Elvis Presley",0
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,doubtful_1,14,0.016869,-4.082297,Mutiny on the Bounty,1
Where did the Shinning Path terrorists operate?,doubtful_1,15,0.016389,-4.111166,Peru,1
What was the Paramount Film Company originally called?,doubtful_1,16,0.015052,-4.196223,American Mag耐e Company,0
Bandar Seri Begawan International airport is in which country?,doubtful_1,17,0.014873,-4.208182,Brunei,1
What was the profession of Paul Strand (1890 - 1976)?,doubtful_1,18,0.014550,-4.230194,Photographer,1
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,doubtful_1,19,0.014470,-4.235677,Dangerous Minds,1
Who was the first person after Scott to reach the South Pole overland?,doubtful_1,20,0.013433,-4.310074,Amundsen,0
Who had a 70s No 1 hit with Kiss You All Over?,doubtful_1,21,0.013419,-4.311115,Sly & The Family Stone,0
Who first hosted Family Feud?,doubtful_1,22,0.013397,-4.312708,Richard Dawson,1
Who was the only Englishman to become Pope?,doubtful_1,23,0.012955,-4.346240,Benedict XVII,0
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",doubtful_1,24,0.012689,-4.367056,Minotaur,0
Which journalist first told the world about the My Lai massacre?,doubtful_1,25,0.012612,-4.373143,Pete Daniel Berman,0
Richard Daley was mayor of which city for 21 years?,doubtful_1,26,0.012442,-4.386690,Chicago,1
Where in Canada is the Lion's Gate bridge?,doubtful_1,27,0.012408,-4.389384,"Vancouver, British Columbia",1
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,doubtful_1,28,0.012001,-4.422757,Buster Brown,0
Which volcano in Tanzania is the highest mountain in Africa?,doubtful_1,29,0.011880,-4.432874,Mount Kilimanjaro,1
Which drink did The Spice Girls promote?,doubtful_1,30,0.011727,-4.445821,Seven Up,0
Who was the man behind The Chipmunks?,doubtful_1,31,0.011708,-4.447502,David Seville,1
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,doubtful_1,32,0.011181,-4.493570,The Hare and the Tortoise,0
What claimed the life of singer Kathleen Ferrier?,doubtful_1,33,0.011136,-4.497557,Cancer,1
In what state was playwright Tennessee Williams born?,doubtful_1,34,0.010936,-4.515705,Mississippi,1
"In Greek mythology, what were the names of Oedipus's parents?",doubtful_1,35,0.010892,-4.519700,Laius and Jocasta,1
Who had an 80s No 1 hit with Hold On To The Nights?,doubtful_1,36,0.010845,-4.524045,Cyndi Lauper,0
Which musical featured the song The Street Where You Live?,doubtful_1,37,0.010751,-4.532749,My Fair Lady,1
Who was the first US-born winner of golf's British Open?,doubtful_1,38,0.010610,-4.545953,Corey Pavin,0
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",doubtful_1,39,0.010349,-4.570821,A: A Boojum.,1
Who directed the classic 30s western Stagecoach?,doubtful_1,40,0.009764,-4.629080,John Ford,1
Robert Kirkpatrick of California grew the world's biggest what?,doubtful_1,41,0.009620,-4.643941,avocado.,0
Which country does the airline TAAG come from?,doubtful_1,42,0.009597,-4.646350,Namibia,0
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,doubtful_1,43,0.009543,-4.651895,Practice more.,0
Art Garfunkel trained for which profession although he didn't qualify?,doubtful_1,44,0.009422,-4.664664,medicine,0
What was Eddie Murphy's first movie?,doubtful_1,45,0.009267,-4.681310,Beverly Hills Cop,0
Who or what was Gentle Ben in the 60s TV series?,doubtful_1,46,0.009171,-4.691734,A gentle bear.,0
Who had a 70s No 1 hit with Let's Do It Again?,doubtful_1,47,0.009125,-4.696768,Bee Gees,0
Otis Barton was a pioneer in exploring where?,doubtful_1,48,0.009012,-4.709227,Deep ocean depths,1
Of which African country is Niamey the capital?,doubtful_1,49,0.008907,-4.720939,Niger,1
Rita Coolidge sang the title song for which Bond film?,doubtful_1,50,0.008693,-4.745195,Live and Let Die,0
What is Osbert Lancaster best known for producing?,doubtful_1,51,0.008590,-4.757184,comic strips and illustrations,1
What was President Gerald Ford's middle name?,doubtful_1,52,0.008581,-4.758149,Ford,0
What is the Japanese share index called?,doubtful_1,53,0.008423,-4.776782,Nikkei Index,1
How was the European Recovery Program in the 1940s more commonly known?,doubtful_1,54,0.008389,-4.780796,Marshall Plan,1
Which Brit broke the land speed record in 1990 in Thrust 2?,doubtful_1,55,0.007953,-4.834226,Andy Green,0
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",doubtful_1,56,0.007933,-4.836769,Adolf Hitler,1
Dave Gilmore and Roger Waters were in which rock group?,doubtful_1,57,0.007922,-4.838149,Pink Floyd,1
In which state was Gene Vincent born?,doubtful_1,58,0.007781,-4.856096,Louisiana,0
Why is the site of a boxing match called a ring when it's square?,doubtful_1,59,0.007725,-4.863246,tradition,0
To the nearest million what is the population of Australia?,doubtful_1,60,0.007707,-4.865597,26 million,0
Kagoshima international airport is in which country?,doubtful_1,61,0.007686,-4.868315,Japan,1
River Phoenix died during the making of which movie?,doubtful_1,62,0.007318,-4.917442,Waterworld,0
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,doubtful_1,63,0.007269,-4.924123,Futurama,0
How old was Jimi Hendrix when he died?,doubtful_1,64,0.007168,-4.938077,27,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",doubtful_1,65,0.007098,-4.947900,for a rich man to enter the kingdom of heaven.,1
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",doubtful_1,66,0.007044,-4.955509,Hinduism and Christianity,0
What was the name of Michael Jackson's autobiography written in 1988?,doubtful_1,67,0.006979,-4.964879,"""Moonwalk""",1
Who recorded the When Harry Met Sally soundtrack?,doubtful_1,68,0.006808,-4.989691,Gilbert O'Sullivan,0
In the 80s who wrote the novel Empire of The Sun?,doubtful_1,69,0.006689,-5.007339,Kingsley Amis,0
The flag of Libya is a plain rectangle of which color?,doubtful_1,70,0.006678,-5.008978,green,1
"In Greek mythology, who were Arges, Brontes and Steropes?",doubtful_1,71,0.006472,-5.040268,Cyclopes,1
Who was the director of the CIA from 1976-81?,doubtful_1,72,0.006448,-5.044038,William E. Colby,0
Who was the last inmate of Spandau jail in Berlin?,doubtful_1,73,0.006193,-5.084261,Rudolf Hess,1
Who was the youngest brother in the Beach Boys?,doubtful_1,74,0.006145,-5.092150,Carl Wilson,1
Who is the most successful UK solo artist in the USA?,doubtful_1,75,0.005983,-5.118803,Elton John,1
In which decade did stereo records first go on sale?,doubtful_1,76,0.005881,-5.136050,1950s,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,doubtful_1,77,0.005862,-5.139237,1932,0
If I Were A Rich Man Was a big hit from which stage show?,doubtful_1,78,0.005662,-5.174043,Fiddler on the Roof,1
In which country is the Sky Train Rail bridge?,doubtful_1,79,0.005631,-5.179533,Thailand,0
What is the only novel to top the best-seller lists for two consecutive years?,doubtful_1,80,0.005549,-5.194131,"""Gone with the Wind""""",0
Which US No 1 single came from Diana Ross's platinum album Diana?,doubtful_1,81,0.005361,-5.228520,"I'm not certain, but I think it is ""Endless Love.""",0
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,doubtful_1,82,0.005293,-5.241311,Joan Jett,0
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",doubtful_1,83,0.004974,-5.303499,15,0
"""In which movie did Garbo say, """"I want to be alone"""".""",doubtful_1,84,0.004771,-5.345218,Anna Christie,0
Which musician founded the Red Hot Peppers?,doubtful_1,85,0.004205,-5.471526,Red Hot Chili Peppers,1
Where in England was actor Nigel Hawthorne born?,doubtful_1,86,0.004165,-5.481156,Bristol,0
Which founder of the company Triad was accused by the USA of receiving bribes?,doubtful_1,87,0.004138,-5.487556,Ivan Boesky,0
What was Walter Matthau's first movie?,doubtful_1,88,0.003845,-5.561021,"""The Man Who Shot Liberty Valance"" (1962)",0
Which artist David was born in Bradford UK?,doubtful_1,89,0.003701,-5.599101,David Hockney,1
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,doubtful_1,90,0.003658,-5.610790,Chris Evert,1
Which Lloyd Webber musical premiered in the US on 10th December 1993?,doubtful_1,91,0.003536,-5.644862,Sunset Boulevard,1
Where was horse racing's Breeder's Cup held in 1987?,doubtful_1,92,0.002862,-5.856304,Santa Anita Park,1
What did the Lone Ranger's title Kemo Sabe mean in Apache?,doubtful_1,93,0.002663,-5.928249,Honest Words,0
Which actress was voted Miss Greenwich Village in 1942?,doubtful_1,94,0.002528,-5.980251,Joan Blondell,0
What was Truman Capote's last name before he was adopted by his stepfather?,doubtful_1,95,0.001436,-6.545790,Capote,0
What is Mel Gibson's middle name?,doubtful_1,96,0.000846,-7.075403,Stephen,0
What star sign is Jamie Lee Curtis?,doubtful_1,97,0.000736,-7.214465,Scorpio,1
What is the name of Terence and Shirley Conran's dress designer son?,doubtful_1,98,0.000001,-14.232201,Thomas Conran,0
Who was the next British Prime Minister after Arthur Balfour?,doubtful_1,99,0.000000,-20.861882,Robert Cecil,0
What would Kevin Scale have been called if it had adopted the originator's first name?,doubtful_1,100,0.000000,-27.631023,James,0
Who had a 70s No 1 hit with Let's Do It Again?,doubtful_2,1,0.192213,-1.649151,Bee Gees,0
"In the very first Boston Marathon, 15 runners competed. How many finished?",doubtful_2,2,0.191599,-1.652351,15,0
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,doubtful_2,3,0.041792,-3.175054,Buster Brown,0
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,doubtful_2,4,0.036740,-3.303891,Dangerous Minds,1
Who had a Too Legit To Quit Tour?,doubtful_2,5,0.030889,-3.477370,Too Short,0
Who had an 80s No 1 hit with Hold On To The Nights?,doubtful_2,6,0.029783,-3.513801,Cyndi Lauper,0
Brandon Lee died during the making of which movie?,doubtful_2,7,0.029763,-3.514479,The Crow,1
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,doubtful_2,8,0.025109,-3.684538,Mutiny on the Bounty,1
Who was the only Englishman to become Pope?,doubtful_2,9,0.024214,-3.720818,Sir Thomas Walden (Urban II),0
In which sport could the Pacers take on the Pistons?,doubtful_2,10,0.022793,-3.781314,Basketball,1
Who directed the classic 30s western Stagecoach?,doubtful_2,11,0.020148,-3.904652,John Ford,1
"In the Bible, who saw the handwriting on the wall?",doubtful_2,12,0.017719,-4.033112,Belshazzar,1
Who had a 70s No 1 hit with Kiss You All Over?,doubtful_2,13,0.016981,-4.075646,Dusty Springfield,0
Which 70s show was based on the British show Till Death Us Do Part?,doubtful_2,14,0.015743,-4.151350,All in the Family,1
What was the last US state to reintroduce alcohol after prohibition?,doubtful_2,15,0.015307,-4.179439,Maine,0
If I Were A Rich Man Was a big hit from which stage show?,doubtful_2,16,0.014157,-4.257551,Fiddler on the Roof,1
Who was the youngest brother in the Beach Boys?,doubtful_2,17,0.013260,-4.323034,Dennis Wilson,0
Who or what was Gentle Ben in the 60s TV series?,doubtful_2,18,0.012136,-4.411569,Gentle Ben was a grizzly bear.,0
Who was the man behind The Chipmunks?,doubtful_2,19,0.011578,-4.458629,David Seville,1
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",doubtful_2,20,0.011437,-4.470913,Minotaur,0
How old was Jimi Hendrix when he died?,doubtful_2,21,0.009445,-4.662233,27,1
The flag of Libya is a plain rectangle of which color?,doubtful_2,22,0.008906,-4.721047,Green,1
Where in Canada is the Lion's Gate bridge?,doubtful_2,23,0.008686,-4.746086,"Vancouver, BC",1
Otis Barton was a pioneer in exploring where?,doubtful_2,24,0.008508,-4.766711,Deep ocean depths.,1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,doubtful_2,25,0.007947,-4.834938,"Isabella Rossellini's ""Eye of the Tiger""",0
Which country does the airline TAAG come from?,doubtful_2,26,0.007791,-4.854755,Namibia,0
Which drink did The Spice Girls promote?,doubtful_2,27,0.007436,-4.901480,Seven Up,0
Art Garfunkel trained for which profession although he didn't qualify?,doubtful_2,28,0.007165,-4.938571,medicine,0
Rita Coolidge sang the title song for which Bond film?,doubtful_2,29,0.006807,-4.989866,Live and Let Die,0
What was Eddie Murphy's first movie?,doubtful_2,30,0.006605,-5.019933,Rawhide West,0
Which journalist first told the world about the My Lai massacre?,doubtful_2,31,0.006595,-5.021471,David Nguyen,0
River Phoenix died during the making of which movie?,doubtful_2,32,0.006504,-5.035367,Waterworld,0
How was the European Recovery Program in the 1940s more commonly known?,doubtful_2,33,0.006166,-5.088735,Marshall Plan,1
In the 80s who wrote the novel Empire of The Sun?,doubtful_2,34,0.005774,-5.154380,Kazuo Ishiguro,0
In what state was playwright Tennessee Williams born?,doubtful_2,35,0.005641,-5.177778,Mississippi,1
What is the Japanese share index called?,doubtful_2,36,0.005360,-5.228705,Nikkei Stock Average,1
Which highway was Revisited in a classic 60s album by Bob Dylan?,doubtful_2,37,0.005312,-5.237795,Highway 61,1
"In Greek mythology, who were Arges, Brontes and Steropes?",doubtful_2,38,0.005034,-5.291532,Cyclopes,1
In what year's Olympics were electric timing devices and a public-address system used for the first time?,doubtful_2,39,0.004994,-5.299543,1932,0
Dave Gilmore and Roger Waters were in which rock group?,doubtful_2,40,0.004935,-5.311479,Pink Floyd,1
"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",doubtful_2,41,0.004868,-5.325147,for a rich man to enter the kingdom of heaven.,1
On what date in 1969 did Neil Armstrong first set foot on the Moon?,doubtful_2,42,0.004818,-5.335325,July 20,1
What was the profession of Paul Strand (1890 - 1976)?,doubtful_2,43,0.004752,-5.349144,Photographer,1
What is the only novel to top the best-seller lists for two consecutive years?,doubtful_2,44,0.004743,-5.351128,"""Gone Girl""",0
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,doubtful_2,45,0.004699,-5.360424,Yugoslavia,1
Where did the Shinning Path terrorists operate?,doubtful_2,46,0.004695,-5.361324,Peru,1
Bandar Seri Begawan International airport is in which country?,doubtful_2,47,0.004506,-5.402263,Brunei,1
"In the Bible, who did the sun and moon stand still before?",doubtful_2,48,0.003674,-5.606411,A: Joshua,1
Which Brit broke the land speed record in 1990 in Thrust 2?,doubtful_2,49,0.003564,-5.636874,Andy Green,0
Of which African country is Niamey the capital?,doubtful_2,50,0.003222,-5.737662,Niger,1
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",doubtful_2,51,0.003212,-5.740980,Anne Sullivan Macy,0
Richard Daley was mayor of which city for 21 years?,doubtful_2,52,0.003176,-5.752033,Chicago,1
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",doubtful_2,53,0.003115,-5.771511,A: A bill.,0
Who first hosted Family Feud?,doubtful_2,54,0.002958,-5.823368,Richie Siegel,0
Which musical featured the song The Street Where You Live?,doubtful_2,55,0.002384,-6.039078,My Fair Lady,1
What was the Paramount Film Company originally called?,doubtful_2,56,0.002358,-6.049924,American Film Manufacturing Company,0
What was the name of Michael Jackson's autobiography written in 1988?,doubtful_2,57,0.002235,-6.103600,"""Moonwalk""",1
Which volcano in Tanzania is the highest mountain in Africa?,doubtful_2,58,0.002198,-6.120280,Mount Kilimanjaro,1
Which US No 1 single came from Diana Ross's platinum album Diana?,doubtful_2,59,0.002145,-6.144475,"""Love Hangover""",0
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,doubtful_2,60,0.002076,-6.177475,Hedy Lamarr,0
Who was the last inmate of Spandau jail in Berlin?,doubtful_2,61,0.001973,-6.228040,Rudolf Hess,1
What was golfing great Ben Hogan's famous reply when he was asked how to improve one's game?,doubtful_2,62,0.001927,-6.251581,Perfection.,0
Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,doubtful_2,63,0.001676,-6.391479,Twilight Zone,0
Why is the site of a boxing match called a ring when it's square?,doubtful_2,64,0.001597,-6.439523,circlular for tradition.,0
Who recorded the When Harry Met Sally soundtrack?,doubtful_2,65,0.001468,-6.523666,Gilbert O'Sullivan,0
To the nearest million what is the population of Australia?,doubtful_2,66,0.001374,-6.589963,25 million,1
In which state was Gene Vincent born?,doubtful_2,67,0.001205,-6.721056,North Carolina,0
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,doubtful_2,68,0.001197,-6.728019,The Woman in White,0
"In Greek mythology, what were the names of Oedipus's parents?",doubtful_2,69,0.001183,-6.739797,Laius and Jocasta.,1
What was President Gerald Ford's middle name?,doubtful_2,70,0.001171,-6.749630,Ford,0
"""In which movie did Garbo say, """"I want to be alone"""".""",doubtful_2,71,0.000990,-6.918100,Grand Hotel,1
In which decade did stereo records first go on sale?,doubtful_2,72,0.000814,-7.113409,1950s,1
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",doubtful_2,73,0.000795,-7.136991,15,0
In which country is the Sky Train Rail bridge?,doubtful_2,74,0.000693,-7.274828,Thailand,0
What claimed the life of singer Kathleen Ferrier?,doubtful_2,75,0.000677,-7.298367,Tuberculosis,0
"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",doubtful_2,76,0.000374,-7.892143,Adolf Hitler,1
Who was the first person after Scott to reach the South Pole overland?,doubtful_2,77,0.000287,-8.156349,Amundsen,0
What did the Lone Ranger's title Kemo Sabe mean in Apache?,doubtful_2,78,0.000268,-8.223904,Honest Word,0
Kagoshima international airport is in which country?,doubtful_2,79,0.000237,-8.348886,Japan,1
What is Osbert Lancaster best known for producing?,doubtful_2,80,0.000229,-8.381192,Illustrations and comic strips.,1
Who was the first US-born winner of golf's British Open?,doubtful_2,81,0.000223,-8.407619,Corey Pavin,0
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",doubtful_2,82,0.000218,-8.432567,Hinduism and Christianity.,0
What would Kevin Scale have been called if it had adopted the originator's first name?,doubtful_2,83,0.000217,-8.433502,Kevin,0
Who is the most successful UK solo artist in the USA?,doubtful_2,84,0.000167,-8.695375,Elton John,1
Who was the director of the CIA from 1976-81?,doubtful_2,85,0.000158,-8.751686,William E. Colby,0
Which artist David was born in Bradford UK?,doubtful_2,86,0.000110,-9.113538,David Hockney,1
What star sign is Jamie Lee Curtis?,doubtful_2,87,0.000107,-9.139088,Scorpio,1
What was Walter Matthau's first movie?,doubtful_2,88,0.000056,-9.786483,The Great Escape,0
What is the name of Terence and Shirley Conran's dress designer son?,doubtful_2,89,0.000053,-9.838552,Tom,0
Robert Kirkpatrick of California grew the world's biggest what?,doubtful_2,90,0.000043,-10.051097,Watermelon,0
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,doubtful_2,91,0.000038,-10.167604,Chris Evert,1
Which actress was voted Miss Greenwich Village in 1942?,doubtful_2,92,0.000034,-10.293090,Joan Blondell,0
What was Truman Capote's last name before he was adopted by his stepfather?,doubtful_2,93,0.000024,-10.646639,Capote,0
Which Lloyd Webber musical premiered in the US on 10th December 1993?,doubtful_2,94,0.000017,-10.955613,Sunset Boulevard,1
Who was the next British Prime Minister after Arthur Balfour?,doubtful_2,95,0.000016,-11.054880,David Lloyd George,0
Where was horse racing's Breeder's Cup held in 1987?,doubtful_2,96,0.000013,-11.233516,Hialeah Park,0
Which founder of the company Triad was accused by the USA of receiving bribes?,doubtful_2,97,0.000000,-18.589662,John de la Haye,0
Where in England was actor Nigel Hawthorne born?,doubtful_2,98,0.000000,-27.631021,Bristol,0
Which musician founded the Red Hot Peppers?,doubtful_2,99,0.000000,-27.631021,Red Hot Chili Peppers,1
What is Mel Gibson's middle name?,doubtful_2,100,0.000000,-27.631021,Stephen,0
"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",evidential_1,1,0.041577,-3.180220,a Snark was a Boojum.,1
"In the Bible, who saw the handwriting on the wall?",evidential_1,2,0.029982,-3.507163,Belshazzar,1
What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,evidential_1,3,0.026303,-3.638062,The Woman in White,0
Which journalist first told the world about the My Lai massacre?,evidential_1,4,0.021164,-3.855476,Pete Daniel Berman,0
Art Garfunkel trained for which profession although he didn't qualify?,evidential_1,5,0.018459,-3.992183,medicine,0
Which 70s show was based on the British show Till Death Us Do Part?,evidential_1,6,0.017150,-4.065775,All in the Family,1
River Phoenix died during the making of which movie?,evidential_1,7,0.016762,-4.088626,Weird Science,0
What was the Paramount Film Company originally called?,evidential_1,8,0.016203,-4.122547,American Magyar Film Corporation,0
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,evidential_1,9,0.014863,-4.208896,Dangerous Minds,1
Which musical featured the song The Street Where You Live?,evidential_1,10,0.014659,-4.222696,My Fair Lady,1
Who was the first person after Scott to reach the South Pole overland?,evidential_1,11,0.014552,-4.230015,Amundsen,0
In the 80s who wrote the novel Empire of The Sun?,evidential_1,12,0.013797,-4.283286,William Golding,0
What was President Gerald Ford's middle name?,evidential_1,13,0.013746,-4.287021,Ford,0
Who had an 80s No 1 hit with Hold On To The Nights?,evidential_1,14,0.013569,-4.299976,Culture Club,0
What was the last US state to reintroduce alcohol after prohibition?,evidential_1,15,0.013330,-4.317759,North Dakota,0
"To whom did Helen Keller dedicate her autobiography, The Story of My Life?",evidential_1,16,0.013275,-4.321905,To Anne Sullivan Macy.,0
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,evidential_1,17,0.012931,-4.348141,"""Jack's Theme""",0
Which volcano in Tanzania is the highest mountain in Africa?,evidential_1,18,0.012819,-4.356830,Mount Kilimanjaro,1
Which Brit broke the land speed record in 1990 in Thrust 2?,evidential_1,19,0.012601,-4.374002,Andy Green,0
Who had a Too Legit To Quit Tour?,evidential_1,20,0.012298,-4.398303,Ludwig Van Westhoff,0
Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,evidential_1,21,0.012278,-4.399953,Mutiny on the Bounty,1
On what date in 1969 did Neil Armstrong first set foot on the Moon?,evidential_1,22,0.012057,-4.418086,July 20,1
"In the very first Boston Marathon, 15 runners competed. How many finished?",evidential_1,23,0.011927,-4.428935,14,0
Who recorded the When Harry Met Sally soundtrack?,evidential_1,24,0.011888,-4.432219,Billy Joel,0
Kagoshima international airport is in which country?,evidential_1,25,0.011872,-4.433555,Japan,1
Who was the director of the CIA from 1976-81?,evidential_1,26,0.011743,-4.444480,William E. Colby,0
Rita Coolidge sang the title song for which Bond film?,evidential_1,27,0.011726,-4.445988,Live and Let Die,0
What comic strip character was named after heavyweight boxing champion James J. Jeffries?,evidential_1,28,0.011300,-4.482987,Buster Brown,0
Which country does the airline TAAG come from?,evidential_1,29,0.011281,-4.484601,Namibia,0
Richard Daley was mayor of which city for 21 years?,evidential_1,30,0.011241,-4.488166,Chicago,1
Which artist David was born in Bradford UK?,evidential_1,31,0.010963,-4.513272,David Hockney,1
Where did the Shinning Path terrorists operate?,evidential_1,32,0.010827,-4.525700,Peru,1
"In Greek mythology, who were Arges, Brontes and Steropes?",evidential_1,33,0.010811,-4.527151,Cyclopes,1
Of which African country is Niamey the capital?,evidential_1,34,0.010811,-4.527203,Niger,1
In which state was Gene Vincent born?,evidential_1,35,0.010788,-4.529282,Louisiana,0
"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",evidential_1,36,0.010685,-4.538961,Lion-man-headed dragon.,1
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",evidential_1,37,0.010677,-4.539643,There is no such reference in Kipling's works.,0
What claimed the life of singer Kathleen Ferrier?,evidential_1,38,0.010674,-4.539959,Cancer,1
If I Were A Rich Man Was a big hit from which stage show?,evidential_1,39,0.010648,-4.542391,Fiddler on the Roof,1
"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",evidential_1,40,0.010518,-4.554686,15,0
Who was the last inmate of Spandau jail in Berlin?,evidential_1,41,0.010429,-4.563208,Rudolf Hess,1
Bandar Seri Begawan International airport is in which country?,evidential_1,42,0.010393,-4.566576,Brunei,1
What was the name of Michael Jackson's autobiography written in 1988?,evidential_1,43,0.010292,-4.576397,"""Moonwalk""",1
What is the only novel to top the best-seller lists for two consecutive years?,evidential_1,44,0.010120,-4.593226,"""Gone Girl"" by Gillian Flynn.",0
What is Osbert Lancaster best known for producing?,evidential_1,45,0.010061,-4.599121,comic strips and illustrations.,1
